"1",-256.90732503267,-253.705154600246,-254.947791116054,-254.024188238527,1,1,1,1
"2",-300.63483605339,-287.283381855001,-311.421866207477,-292.754666653955,1,1,1,1
"3",-135.597281688943,-135.82922474355,-132.444760538232,-133.077471469348,1,1,1,1
"4",-236.117983635783,-237.100334976084,-231.888297316955,-267.240922604959,1,1,1,0
"5",-460.518911847915,-441.514049503663,-429.977432901906,-425.488135727397,1,1,1,1
"6",-136.650030557754,-127.4296606044,-138.183494813686,-136.104249271956,1,1,1,1
"7",-99.6987723428163,-98.1312877299776,-99.9884593800553,-99.5526481564034,1,1,1,1
"8",-280.193645856163,-263.972457506406,-351.903122759967,-346.899733385495,1,1,1,1
"9",-143.73119307197,-143.812191893103,-143.562599385611,-143.453136562025,1,1,1,1
"10",-182.893417929497,-176.939397430321,-178.617592497591,-179.833672122209,1,1,1,1
"11",-33.9688226967009,-33.8081709522241,-35.1778231708309,-32.4473610584491,1,1,1,1
"12",-17.7462551485924,-17.7765627575307,-16.5050349161591,-17.2642035306609,1,1,1,1
"13",-91.0522940135524,-90.069043346014,-98.572390301269,-96.9262787299179,1,1,1,1
"14",-174.123837559473,-126.413031156614,-167.357267858014,-165.388236542757,0,1,1,1
"15",-142.55754142908,-135.269279675967,-165.673264663401,-136.724285263543,1,1,1,1
"16",-51.8674654380791,-51.9384052266775,-51.7982959491166,-51.8661646861411,1,1,1,1
"17",-63.7641833415893,-63.1733373912434,-66.3550548590256,-65.8785302385143,1,1,1,1
"18",-152.181941861321,-151.893620338104,-152.374661999173,-152.771837733033,1,1,1,1
"19",-141.726429164827,-133.088353194188,-148.596585292279,-149.854359772629,1,1,1,1
"20",-281.172975362504,-273.514899845907,-273.889724213184,-269.545838950966,1,1,1,1
"21",-54.9380822022353,-54.8276203715375,-54.660976140852,-54.8430257234427,1,1,1,1
"22",-45.2900662695048,-47.2034612434316,-43.2213609087934,-44.5576844274319,1,1,1,1
"23",-38.764391543137,-39.2330087378,-39.5856286010042,-39.8000212502608,1,1,1,1
"24",-118.481064734919,-110.859954073526,-118.41041049454,-118.447715239835,1,1,1,1
"25",-538.763664336567,-453.9396545658,-464.987278081977,-464.894988423878,0,1,1,1
"26",-114.425409495917,-114.949208100562,-118.851915364374,-116.126092714877,1,1,1,1
"27",-279.210325322877,-273.887754925319,-262.950013100676,-264.298588316901,1,1,1,1
"28",-239.308742037833,-237.286907150948,-240.018201988208,-236.569875999644,1,1,1,1
"29",-94.6671061024655,-95.4599739907482,-94.5021892281529,-94.4752503177404,1,1,1,1
"30",-217.065846006968,-212.330714096718,-231.849463825625,-229.102492324036,1,1,1,1
"31",-419.444386553552,-413.69520616552,-423.8115320595,-412.202608271268,1,1,1,1
"32",-175.00857225998,-162.155203991556,-174.744333070176,-174.660418549082,1,1,1,1
"33",-140.197939952185,-140.445655388363,-139.491725020826,-139.652993801095,1,1,1,1
"34",-145.865330139461,-145.179590384546,-145.72036778498,-146.440775750294,1,1,1,1
"35",-169.578455600226,-167.503943335653,-169.546720891444,-169.477745398445,1,1,1,1
"36",-126.371434724501,-118.744150926489,-130.422310802676,-124.083122055541,1,1,1,1
"37",-215.120378497195,-214.362541186709,-206.146660802103,-207.1229085709,1,1,1,1
"38",-39.8349842865428,-40.8754395975462,-36.1426709058279,-34.7443980187031,1,1,1,1
"39",-222.078456246973,-203.690676740021,-232.31529445288,-240.896904774667,1,1,1,1
"40",-66.1945674920894,-66.121391735586,-67.1842185953012,-52.0804486928131,1,1,1,1
